id,display_id,title,step_no,step_name,substep_name,difficulty,leetcode_url,tuf_article_url
"minimum-multiplications-to-reach-end","Q-523","Minimum multiplications to reach end",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","","https://takeuforward.org/graph/g-39-minimum-multiplications-to-reach-end/"
"network-delay-time","Q-764","Network Delay Time",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Medium","https://leetcode.com/problems/network-delay-time/","https://takeuforward.org/data-structure/network-delay-time"
"number-of-ways-to-arrive-at-destination","Q-524","Number of ways to arrive at destination",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/","https://takeuforward.org/data-structure/g-40-number-of-ways-to-arrive-at-destination/"
"path-with-minimum-effort","Q-525","Path with minimum effort",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","https://leetcode.com/problems/path-with-minimum-effort/","https://takeuforward.org/data-structure/g-37-path-with-minimum-effort/"
"shortest-distance-in-a-binary-maze","Q-527","Shortest Distance in a Binary Maze",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","https://leetcode.com/problems/shortest-path-in-binary-matrix/","https://takeuforward.org/data-structure/g-36-shortest-distance-in-a-binary-maze/"
"shortest-path-in-dag","Q-507","Shortest path in DAG",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","","https://takeuforward.org/data-structure/shortest-path-in-directed-acyclic-graph-topological-sort-g-27/"
"shortest-path-in-undirected-graph-with-unit-weights","Q-508","Shortest path in undirected graph with unit weights",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","","https://takeuforward.org/data-structure/shortest-path-in-undirected-graph-with-unit-distance-g-28/"
"why-priority-queue-is-used-in-djisktra-s-algorithm","Q-2828","Why priority Queue is used in Djisktra's Algorithm",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","","https://takeuforward.org/data-structure/dijkstras-algorithm-using-priority-queue-g-32/"
"accounts-merge","Q-511","Accounts merge",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Hard","https://leetcode.com/problems/accounts-merge/","https://takeuforward.org/data-structure/accounts-merge-dsu-g-50/"
"disjoint-set","Q-516","Disjoint Set",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Hard","","https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/"
"find-the-mst-weight","Q-517","Find the MST weight",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Hard","","https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/"
"making-a-large-island","Q-512","Making a large island",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Hard","https://leetcode.com/problems/making-a-large-island/","https://takeuforward.org/data-structure/making-a-large-island-dsu-g-52/"
"most-stones-removed-with-same-row-or-column","Q-513","Most stones removed with same row or column",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Medium","https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/","https://takeuforward.org/data-structure/most-stones-removed-with-same-row-or-column-dsu-g-53/"
"mst-theory","Q-1221","MST theory",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Easy","","https://takeuforward.org/data-structure/minimum-spanning-tree-theory-g-44/"
"number-of-islands-ii","Q-514","Number of islands II",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Hard","https://leetcode.com/problems/number-of-islands-ii/","https://takeuforward.org/graph/number-of-islands-ii-online-queries-dsu-g-51/"
"number-of-operations-to-make-network-connected","Q-515","Number of operations to make network connected",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Hard","https://leetcode.com/problems/number-of-operations-to-make-network-connected/","https://takeuforward.org/data-structure/number-of-operations-to-make-network-connected-dsu-g-49/"
"prim-s-algorithm","Q-2825","Prim's Algorithm",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Hard","","https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/"
"swim-in-rising-water","Q-1006","Swim in Rising Water",15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Medium","https://leetcode.com/problems/swim-in-rising-water/","https://takeuforward.org/data-structure/swim-in-rising-water"
"articulation-point-in-graph","Q-496","Articulation point in graph",15,"Graphs [Concepts & Problems]","Other Algorithms","Hard","","https://takeuforward.org/data-structure/articulation-point-in-graph-g-56/"
"bridges-in-graph","Q-497","Bridges in graph",15,"Graphs [Concepts & Problems]","Other Algorithms","Hard","https://leetcode.com/problems/critical-connections-in-a-network/discuss/382385/find-bridges-in-a-graph","https://takeuforward.org/graph/bridges-in-graph-using-tarjans-algorithm-of-time-in-and-low-time-g-55/"
"kosaraju-s-algorithm","Q-498","Kosaraju's algorithm",15,"Graphs [Concepts & Problems]","Other Algorithms","Hard","https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/discuss/766485/kosaraju-algorithm-on","https://takeuforward.org/graph/strongly-connected-components-kosarajus-algorithm-g-54/"
"introduction-to-dp","Q-1195","Introduction to DP",16,"Dynamic Programming [Patterns and Problems]","Introduction to DP","Easy","","https://takeuforward.org/data-structure/dynamic-programming-introduction/"
"climbing-stairs","Q-287","Climbing stairs",16,"Dynamic Programming [Patterns and Problems]","1D DP","Medium","https://leetcode.com/problems/climbing-stairs/","https://takeuforward.org/data-structure/dynamic-programming-climbing-stairs/"
"frog-jump","Q-288","Frog Jump",16,"Dynamic Programming [Patterns and Problems]","1D DP","Medium","","https://takeuforward.org/data-structure/dynamic-programming-frog-jump-dp-3/"
"frog-jump-with-k-distances","Q-289","Frog jump with K distances",16,"Dynamic Programming [Patterns and Problems]","1D DP","Medium","","https://takeuforward.org/data-structure/dynamic-programming-frog-jump-with-k-distances-dp-4/"
"house-robber","Q-290","House robber",16,"Dynamic Programming [Patterns and Problems]","1D DP","Medium","https://leetcode.com/problems/house-robber-ii/","https://takeuforward.org/data-structure/dynamic-programming-house-robber-dp-6/"
"maximum-sum-of-non-adjacent-elements","Q-291","Maximum sum of non adjacent elements",16,"Dynamic Programming [Patterns and Problems]","1D DP","Medium","https://leetcode.com/problems/house-robber/","https://takeuforward.org/data-structure/maximum-sum-of-non-adjacent-elements-dp-5/"
"grid-unique-paths-dp-on-grids-dp8","Q-2795","Grid Unique Paths : DP on Grids (DP8)",16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Medium","https://leetcode.com/problems/unique-paths/","https://takeuforward.org/data-structure/grid-unique-paths-dp-on-grids-dp8/"
"minimum-falling-path-sum","Q-298","Minimum Falling Path Sum",16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Medium","https://leetcode.com/problems/minimum-path-sum/","https://takeuforward.org/data-structure/minimum-path-sum-in-a-grid-dp-10/"
"ninja-and-his-friends","Q-769","Ninja and his Friends",16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Medium","","https://takeuforward.org/data-structure/3-d-dp-ninja-and-his-friends-dp-13/"
"ninja-s-training","Q-292","Ninja's training",16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Medium","","https://takeuforward.org/data-structure/dynamic-programming-ninjas-training-dp-7/"
"triangle","Q-299","Triangle",16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Medium","https://leetcode.com/problems/triangle/","https://takeuforward.org/data-structure/minimum-path-sum-in-triangular-grid-dp-11/"
"unique-paths-ii","Q-300","Unique paths II",16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Medium","https://leetcode.com/problems/unique-paths-ii/","https://takeuforward.org/data-structure/grid-unique-paths-2-dp-9/"
"assign-cookies-541","Q-541","Assign Cookies",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Easy","https://leetcode.com/problems/assign-cookies/","https://takeuforward.org/data-structure/assign-cookies"
"coin-change-2-dp-22","Q-2801","Coin Change 2 (DP - 22)",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","https://leetcode.com/problems/coin-change-2/","https://takeuforward.org/data-structure/coin-change-2-dp-22/"
"count-partitions-with-given-difference","Q-317","Count partitions with given difference",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","","https://takeuforward.org/data-structure/count-partitions-with-given-difference-dp-18/"
"count-subsets-with-sum-k","Q-318","Count subsets with sum K",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","","https://takeuforward.org/data-structure/count-subsets-with-sum-k-dp-17/"
"minimum-coins-dp-20","Q-2802","Minimum Coins (DP - 20)",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","https://leetcode.com/problems/coin-change/","https://takeuforward.org/data-structure/minimum-coins-dp-20/"
"partition-a-set-into-two-subsets-with-minimum-absolute-sum-difference","Q-320","Partition a set into two subsets with minimum absolute sum difference",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/","https://takeuforward.org/data-structure/partition-set-into-2-subsets-with-min-absolute-sum-diff-dp-16/"
"partition-equal-subset-sum","Q-321","Partition equal subset sum",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","https://leetcode.com/problems/partition-equal-subset-sum/","https://takeuforward.org/data-structure/partition-equal-subset-sum-dp-15/"
"rod-cutting-problem-dp-24","Q-2803","Rod Cutting Problem | (DP - 24)",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","","https://takeuforward.org/data-structure/rod-cutting-problem-dp-24/"
"subset-sum-equal-to-target-dp-14","Q-2804","Subset sum equal to target (DP- 14)",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","","https://takeuforward.org/data-structure/subset-sum-equal-to-target-dp-14/"
"target-sum","Q-324","Target sum",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","https://leetcode.com/problems/target-sum/","https://takeuforward.org/data-structure/target-sum-dp-21/"
"unbounded-knapsack","Q-325","Unbounded knapsack",16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Hard","","https://takeuforward.org/data-structure/unbounded-knapsack-dp-23/"
"distinct-subsequences","Q-306","Distinct subsequences",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","https://leetcode.com/problems/distinct-subsequences/","https://takeuforward.org/data-structure/distinct-subsequences-dp-32/"
"edit-distance","Q-307","Edit distance",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","https://leetcode.com/problems/edit-distance/","https://takeuforward.org/data-structure/edit-distance-dp-33/"
"longest-common-subsequence","Q-308","Longest common subsequence",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","","https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/"
"longest-common-substring","Q-309","Longest common substring",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","","https://takeuforward.org/data-structure/longest-common-substring-dp-27/"
"longest-palindromic-subsequence","Q-310","Longest palindromic subsequence",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","https://leetcode.com/problems/longest-palindromic-subsequence/","https://takeuforward.org/data-structure/longest-palindromic-subsequence-dp-28/"
"minimum-insertions-or-deletions-to-convert-string-a-to-b","Q-311","Minimum insertions or deletions to convert string A to B",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","https://leetcode.com/problems/delete-operation-for-two-strings/","https://takeuforward.org/data-structure/minimum-insertions-deletions-to-convert-string-dp-30/"
"minimum-insertions-to-make-string-palindrome-dp-29","Q-2800","Minimum insertions to make string palindrome | DP-29",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/","https://takeuforward.org/data-structure/minimum-insertions-to-make-string-palindrome-dp-29/"
"print-longest-common-subsequence-dp-26","Q-2799","Print Longest Common Subsequence | (DP - 26)",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","hard","","https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/"
"shortest-common-supersequence","Q-313","Shortest common supersequence",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","https://leetcode.com/problems/shortest-common-supersequence/","https://takeuforward.org/data-structure/shortest-common-supersequence-dp-31/"
"wildcard-matching","Q-314","Wildcard matching",16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Hard","https://leetcode.com/problems/wildcard-matching/","https://takeuforward.org/data-structure/wildcard-matching-dp-34/"
"best-time-to-buy-and-sell-stock","Q-301","Best time to buy and sell stock",16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Medium","https://leetcode.com/problems/best-time-to-buy-and-sell-stock/","https://takeuforward.org/data-structure/stock-buy-and-sell/"
"best-time-to-buy-and-sell-stock-ii","Q-302","Best time to buy and sell stock II",16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Medium","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/","https://takeuforward.org/data-structure/buy-and-sell-stock-ii-dp-36/"
"best-time-to-buy-and-sell-stock-iii","Q-303","Best time to buy and sell stock III",16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Medium","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/description/","https://takeuforward.org/data-structure/buy-and-sell-stock-iii-dp-37/"
"best-time-to-buy-and-sell-stock-iv","Q-304","Best time to buy and sell stock IV",16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Medium","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/","https://takeuforward.org/data-structure/buy-and-sell-stock-iv-dp-38/"
"best-time-to-buy-and-sell-stock-with-cooldown","Q-56","Best Time to Buy and Sell Stock with Cooldown",16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Medium","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/","https://takeuforward.org/data-structure/buy-and-sell-stocks-with-cooldown-dp-39/"
"best-time-to-buy-and-sell-stock-with-transaction-fees","Q-305","Best time to buy and sell stock with transaction fees",16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Medium","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/","https://takeuforward.org/data-structure/buy-and-sell-stocks-with-transaction-fees-dp-40/"
"largest-divisible-subset","Q-603","Largest Divisible Subset",16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Medium","https://leetcode.com/problems/largest-divisible-subset/","https://takeuforward.org/data-structure/longest-divisible-subset-dp-44/"
"longest-bitonic-subsequence","Q-633","Longest Bitonic Subsequence",16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Medium","","https://takeuforward.org/data-structure/longest-bitonic-subsequence-dp-46/"
"longest-increasing-subsequence","Q-636","Longest Increasing Subsequence",16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Medium","","https://takeuforward.org/data-structure/longest-increasing-subsequence-binary-search-dp-43/"
"longest-increasing-subsequence-dp-43","Q-2851","Longest Increasing Subsequence |(DP-43)",16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Medium","","https://takeuforward.org/data-structure/longest-increasing-subsequence-binary-search-dp-43/"
"longest-string-chain","Q-640","Longest String Chain",16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Medium","https://leetcode.com/problems/longest-string-chain/","https://takeuforward.org/data-structure/longest-string-chain-dp-45/"
"number-of-longest-increasing-subsequences","Q-780","Number of Longest Increasing Subsequences",16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Medium","https://leetcode.com/problems/number-of-longest-increasing-subsequence/","https://takeuforward.org/data-structure/number-of-longest-increasing-subsequences-dp-47/"
"print-longest-increasing-subsequence","Q-851","Print Longest Increasing Subsequence",16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Medium","","https://takeuforward.org/data-structure/printing-longest-increasing-subsequence-dp-42/"
"burst-balloons","Q-326","Burst balloons",16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Hard","https://leetcode.com/problems/burst-balloons/","https://takeuforward.org/data-structure/burst-balloons-partition-dp-dp-51/"
"different-ways-to-evaluate-a-boolean-expression","Q-276","Different Ways to Evaluate a Boolean Expression",16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Medium","https://leetcode.com/problems/parsing-a-boolean-expression/","https://takeuforward.org/data-structure/evaluate-boolean-expression-to-true-partition-dp-dp-52/"
"matrix-chain-multiplication","Q-327","Matrix chain multiplication",16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Hard","","https://takeuforward.org/dynamic-programming/matrix-chain-multiplication-dp-48/"
"matrix-chain-multiplication-bottom-up-dp-49","Q-2806","Matrix Chain Multiplication | Bottom-Up|(DP-49)",16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Hard","","https://takeuforward.org/data-structure/matrix-chain-multiplication-tabulation-method-dp-49/"
"minimum-cost-to-cut-the-stick","Q-328","Minimum cost to cut the stick",16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Hard","https://leetcode.com/problems/minimum-cost-to-cut-a-stick/","https://takeuforward.org/data-structure/minimum-cost-to-cut-the-stick-dp-50/"
"palindrome-partitioning-ii","Q-329","Palindrome partitioning II",16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Hard","https://leetcode.com/problems/palindrome-partitioning-ii/","https://takeuforward.org/data-structure/palindrome-partitioning-ii-front-partition-dp-53/"
"partition-array-for-maximum-sum","Q-810","Partition Array for Maximum Sum",16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Medium","https://leetcode.com/problems/partition-array-for-maximum-sum/","https://takeuforward.org/data-structure/partition-array-for-maximum-sum-front-partition-dp-54/"
"count-square-submatrices-with-all-ones-dp-56","Q-2395","Count Square Submatrices with All Ones|(DP-56)",16,"Dynamic Programming [Patterns and Problems]","DP on Squares","Easy","https://leetcode.com/problems/count-square-submatrices-with-all-ones/","https://takeuforward.org/data-structure/count-square-submatrices-with-all-1s-dp-on-rectangles-dp-56/"
"maximum-rectangle-area-with-all-1-s-dp-55","Q-2860","Maximum Rectangle Area with all 1's|(DP-55)",16,"Dynamic Programming [Patterns and Problems]","DP on Squares","Hard","https://leetcode.com/problems/maximal-rectangle/","https://takeuforward.org/data-structure/maximum-rectangle-area-with-all-1s-dp-on-rectangles-dp-55/"
"trie-implementation-and-operations","Q-1028","Trie Implementation and Operations",17,"Tries","Theory","Hard","https://leetcode.com/problems/implement-trie-prefix-tree/","https://takeuforward.org/data-structure/implement-trie-1/"
"maximum-xor-of-two-numbers-in-an-array","Q-1024","Maximum XOR of two numbers in an array",17,"Tries","Problems","Hard","https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/","https://takeuforward.org/data-structure/maximum-xor-of-two-numbers-in-an-array/"
"maximum-xor-with-an-element-from-an-array","Q-1025","Maximum Xor with an element from an array",17,"Tries","Problems","Hard","https://leetcode.com/problems/maximum-xor-with-an-element-from-array/","https://takeuforward.org/trie/maximum-xor-queries-trie/"
"number-of-distinct-substrings-in-a-string","Q-1026","Number of distinct substrings in a string",17,"Tries","Problems","Medium","","https://takeuforward.org/data-structure/number-of-distinct-substrings-in-a-string-using-trie/"
"trie-implementation-and-advanced-operations","Q-1027","Trie Implementation and Advanced Operations",17,"Tries","Problems","Hard","","https://takeuforward.org/data-structure/implement-trie-ii/"
"count-and-say","Q-982","Count and say",18,"Strings","Hard Problems","Hard","https://leetcode.com/problems/count-and-say/","https://takeuforward.org/data-structure/count-and-say"
"hashing-in-strings-theory","Q-2399","Hashing In Strings | Theory",18,"Strings","Hard Problems","Easy","","https://takeuforward.org/data-structure/hashing-in-strings"
"kmp-algorithm-or-lps-array","Q-977","KMP Algorithm or LPS array",18,"Strings","Hard Problems","Hard","https://leetcode.com/problems/implement-strstr/","https://takeuforward.org/data-structure/kmp-algorithm-or-lps-array"
"longest-happy-prefix","Q-978","Longest happy prefix",18,"Strings","Hard Problems","Hard","https://leetcode.com/problems/longest-happy-prefix/","https://takeuforward.org/data-structure/longest-happy-prefix"
"minimum-number-of-bracket-reversals-to-make-an-expression-balanced","Q-983","Minimum number of bracket reversals to make an expression balanced",18,"Strings","Hard Problems","Hard","https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/","https://takeuforward.org/data-structure/minimum-number-of-bracket-reversals-needed-to-make-an-expression-balanced"
